DATASET,YEAR,CCG_ONS_CODE,CCG_ODS_CODE,CCG_NAME,INDICATOR,SEX,AGE_BAND,VALUE
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB010,M,10 to 17,104
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB010,M,18 to 24,22
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB010,M,25 to 34,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB010,M,35 to 44,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB010,M,45 to 54,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB010,M,55 to 64,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB010,M,65 to 74,17
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB010,M,75 and over,18
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB011,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB011,F,10 to 17,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB011,F,18 to 24,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB011,F,25 to 34,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB011,F,35 to 44,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB011,F,45 to 54,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB011,F,55 to 64,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB011,F,65 to 74,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB011,F,75 and over,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB011,M,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB011,M,10 to 17,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB011,M,18 to 24,16
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB011,M,25 to 34,21
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB011,M,35 to 44,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB011,M,45 to 54,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB011,M,55 to 64,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB011,M,65 to 74,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB011,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB012,F,0 to 9,27
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB012,F,10 to 17,234
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB012,F,18 to 24,443
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB012,F,25 to 34,525
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB012,F,35 to 44,410
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB012,F,45 to 54,465
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB012,F,55 to 64,577
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB012,F,65 to 74,715
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB012,F,75 and over,843
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB012,M,0 to 9,33
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB012,M,10 to 17,154
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB012,M,18 to 24,119
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB012,M,25 to 34,154
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB012,M,35 to 44,148
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB012,M,45 to 54,238
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB012,M,55 to 64,382
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB012,M,65 to 74,559
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB012,M,75 and over,634
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB013,F,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB013,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB013,F,18 to 24,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB013,F,25 to 34,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB013,F,35 to 44,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB013,F,45 to 54,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB013,F,55 to 64,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB013,F,65 to 74,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB013,F,75 and over,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB013,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB013,M,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB013,M,18 to 24,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB013,M,25 to 34,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB013,M,35 to 44,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB013,M,45 to 54,18
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB013,M,55 to 64,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB013,M,65 to 74,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB013,M,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB014,F,0 to 9,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB014,F,10 to 17,64
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB014,F,18 to 24,203
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB014,F,25 to 34,371
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB014,F,35 to 44,345
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB014,F,45 to 54,501
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB014,F,55 to 64,714
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB014,F,65 to 74,909
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB014,F,75 and over,832
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB014,M,0 to 9,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB014,M,10 to 17,23
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB014,M,18 to 24,51
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB014,M,25 to 34,166
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB014,M,35 to 44,259
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB014,M,45 to 54,585
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB014,M,55 to 64,910
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB014,M,65 to 74,1320
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB014,M,75 and over,925
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB015,F,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB015,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB015,F,18 to 24,17
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB015,F,25 to 34,20
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB015,F,35 to 44,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB015,F,45 to 54,24
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB015,F,55 to 64,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB015,F,65 to 74,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB015,F,75 and over,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB015,M,0 to 9,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB015,M,10 to 17,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB015,M,18 to 24,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB015,M,25 to 34,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB015,M,35 to 44,15
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB015,M,45 to 54,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB015,M,55 to 64,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB015,M,65 to 74,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB015,M,75 and over,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB016,F,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB016,F,10 to 17,45
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB016,F,18 to 24,188
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB016,F,25 to 34,421
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB016,F,35 to 44,409
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB016,F,45 to 54,693
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB016,F,55 to 64,882
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB016,F,65 to 74,957
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB016,F,75 and over,695
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB016,M,0 to 9,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB016,M,10 to 17,15
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB016,M,18 to 24,29
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB016,M,25 to 34,161
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB016,M,35 to 44,254
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB016,M,45 to 54,672
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB016,M,55 to 64,1039
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB016,M,65 to 74,1038
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB016,M,75 and over,545
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB017,F,25 to 34,39
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB017,F,35 to 44,35
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB017,F,45 to 54,36
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB017,F,55 to 64,15
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB018,F,25 to 34,3717
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB018,F,35 to 44,3665
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB018,F,45 to 54,4518
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB018,F,55 to 64,4598
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB019,F,25 to 34,11
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB019,F,35 to 44,12
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB019,F,45 to 54,16
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB019,F,55 to 64,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB020,F,25 to 34,2883
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB020,F,35 to 44,2910
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB020,F,45 to 54,3690
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB020,F,55 to 64,3541
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB021,F,50 to 54,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB021,F,55 to 59,8
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB021,F,60 to 64,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB021,F,65 to 69,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB022,F,50 to 54,1373
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB022,F,55 to 59,1755
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB022,F,60 to 64,1666
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB022,F,65 to 69,1530
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB025,F,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB025,F,10 to 17,6
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB025,F,18 to 24,28
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB025,F,25 to 34,38
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB025,F,35 to 44,36
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB025,F,45 to 54,35
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB025,F,55 to 64,21
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB025,F,65 to 74,13
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB025,F,75 and over,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB025,M,0 to 9,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB025,M,10 to 17,16
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB025,M,18 to 24,40
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB025,M,25 to 34,57
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB025,M,35 to 44,39
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB025,M,45 to 54,44
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB025,M,55 to 64,33
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB025,M,65 to 74,20
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB025,M,75 and over,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB026,F,0 to 9,80
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB026,F,10 to 17,815
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB026,F,18 to 24,1808
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB026,F,25 to 34,3257
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB026,F,35 to 44,3144
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB026,F,45 to 54,4339
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB026,F,55 to 64,4855
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB026,F,65 to 74,4467
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB026,F,75 and over,4094
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB026,M,0 to 9,106
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB026,M,10 to 17,530
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB026,M,18 to 24,805
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB026,M,25 to 34,1475
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB026,M,35 to 44,1892
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB026,M,45 to 54,3552
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB026,M,55 to 64,4405
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB026,M,65 to 74,4353
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB026,M,75 and over,3163
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB027,F,0 to 9,1
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB027,F,10 to 17,0
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB027,F,18 to 24,5
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB027,F,25 to 34,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB027,F,35 to 44,2
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB027,F,45 to 54,4
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB027,F,55 to 64,3
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB027,F,65 to 74,7
HEALTH AND CARE OF PEOPLE WITH LEARNING DISABILITIES,2018-19,E38000130,00L,NHS Northumberland CCG,LDOB027,F,75 and over,0
